1, 5.0661154e-005, 7.7197947e-005, 3.6186539e-005, 5.2591102e-005, 0.0002552357, 1.9299487e-005, 1.4957102e-005, 2.0746947e-005, 4.3423846e-005, 9.0707588e-005, 4.2941359e-005, 1.1579692e-005, 4.3423843e-006, 2.894923e-006, 0, 9.6497433e-007, 0, 0, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.00036379532, 8.9260124e-005, 7.6715456e-005, 0.00070780865, 6.1758357e-005, 2.7019281e-005, 1.9781974e-005, 4.4871307e-005, 7.7680437e-005, 4.4871307e-005, 1.3992128e-005, 1.2544666e-005, 2.6054307e-005, 6.2723329e-006, 6.2723329e-006, 7.7197947e-006, 5.3073591e-006, 4.8248717e-006, 3.8598973e-006, 9.6497433e-007, 1.9299487e-006, 0, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00040432424, 2.5571821e-005, 0.00041542144, 0.00021760172, 0.0001389563, 0.00022387404, 0.00094036746, 0.00045932777, 0.00029045728, 9.6979922e-005, 0.00010276977, 0.00016501061, 0.00016935299, 9.7462405e-005, 9.6014948e-005, 0.00010228728, 7.2373077e-005, 4.5836281e-005, 4.2458872e-005, 1.688705e-005, 1.9299487e-005, 2.0746947e-005, 1.5922076e-005, 1.3992128e-005, 1.013223e-005, 8.6847685e-006, 4.8248717e-006, 3.3774102e-006, 4.8248717e-007, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0015458888, 0.0018546807, 0.001071604, 0.00012062179, 0.00021904918, 0.00034642578, 0.00086702942, 0.00028756235, 0.0002861149, 0.00044147577, 0.00028177252, 0.00036283035, 0.00027839511, 0.00022339156, 0.00023545374, 0.0001466761, 8.7812667e-005, 5.8863436e-005, 5.0178664e-005, 3.8598973e-005, 4.4871307e-005, 2.4606845e-005, 3.2809126e-005, 2.6536794e-005, 2.4124358e-005, 2.3641871e-005, 1.8334513e-005, 1.5439589e-005, 9.6497433e-006, 5.3073591e-006, 4.3423843e-006, 2.4124358e-006, 4.8248717e-007, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0012790735, 0.0011410821, 0.000658595, 0.0020467106, 0.0017306815, 0.00059924903, 0.00021470679, 0.00042024633, 0.00089983857, 0.00051047141, 0.00055823766, 0.00032133644, 0.0003083093, 0.00023159385, 0.00019299486, 0.0001616332, 0.00012930656, 0.00011724438, 0.00010373474, 6.6583227e-005, 4.9696177e-005, 3.7633999e-005, 2.4124358e-005, 1.4957102e-005, 1.2544666e-005, 8.2022816e-006, 5.789846e-006, 2.4124358e-006, 2.894923e-006, 2.4124358e-006, 9.6497433e-007, 1.4474615e-006, 4.8248717e-007, 1.4474615e-006, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0094099473, 0.007232965, 0.028759129, 0.0012472293, 0.001148802, 0.00089742616, 0.00069188658, 0.0012028405, 0.00070925616, 0.00082553556, 0.0006571475, 0.0006214435, 0.00067403459, 0.00046704759, 0.00034883822, 0.00023834866, 0.00020216212, 0.0001765903, 0.0001355789, 0.00010421723, 8.7812667e-005, 5.5486023e-005, 4.9696177e-005, 3.37741e-005, 1.9781974e-005, 2.0746947e-005, 9.1672564e-006, 1.0614718e-005, 6.7548203e-006, 2.4124358e-006, 1.9299487e-006, 9.6497433e-007, 9.6497433e-007, 9.6497433e-007, 4.8248717e-007, 9.6497433e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.0016467287, 0.00075653987, 0.00088874134, 0.0026281076, 0.00095098221, 0.0013446917, 0.00054665795, 0.00038791969, 0.00064556784, 0.00038840217, 0.00041928134, 0.0002933522, 0.00024510347, 0.00020264462, 0.00017610782, 0.00013123651, 9.6979922e-005, 9.0707588e-005, 6.6100743e-005, 4.8731203e-005, 4.1011408e-005, 3.2326639e-005, 2.7501768e-005, 2.0746947e-005, 1.5439589e-005, 1.1097205e-005, 5.789846e-006, 5.3073591e-006, 2.894923e-006, 7.2373077e-006, 1.9299487e-006, 4.8248717e-007, 2.894923e-006, 9.6497433e-007, 4.8248717e-007, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0033532858, 0.0012211751, 0.00077680434, 0.0054038563, 0.00090466347, 1.8334513e-005, 2.0746947e-005, 0.00047862728, 4.921369e-005, 0.00022773394, 1.3992128e-005, 4.8731203e-005, 5.7898462e-005, 2.7984255e-005, 1.1579692e-005, 7.2373077e-006, 2.4124358e-006, 4.3423843e-006, 1.4474615e-006, 1.9299487e-006, 9.6497433e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0011690664, 0.0006643848, 0.00036186539, 7.5750482e-005, 0.0014493915, 0.00017321289, 0.00092203298, 5.3556076e-005, 7.2373077e-006, 3.3774102e-006, 1.8817e-005, 2.8466742e-005, 1.6404563e-005, 1.5922076e-005, 5.789846e-006, 2.894923e-006, 2.4124358e-006, 2.4124358e-006, 1.4474615e-006, 4.8248717e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0010011608, 0.0018595055, 0.00075219752, 1.013223e-005, 7.2373077e-006, 0.00014136874, 7.7197947e-006, 5.789846e-006, 7.8162921e-005, 1.4474615e-006, 5.3073591e-006, 3.8598973e-006, 0, 9.6497433e-007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
